Time,ParameterName,ParameterValue
2022-12-26T07:00:00Z,PA_PT1H_AVG,1019.8
2022-12-26T07:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-26T08:00:00Z,TA_PT1H_AVG,-5.8
2022-12-26T08:00:00Z,TA_PT1H_MAX,-5.8
2022-12-26T08:00:00Z,TA_PT1H_MIN,-5.9
2022-12-26T08:00:00Z,RH_PT1H_AVG,94.0
2022-12-26T08:00:00Z,WS_PT1H_AVG,4.5
2022-12-26T08:00:00Z,WS_PT1H_MAX,5.4
2022-12-26T08:00:00Z,WS_PT1H_MIN,3.6
2022-12-26T08:00:00Z,WD_PT1H_AVG,168.0
2022-12-26T08:00:00Z,PRA_PT1H_ACC,NaN
2022-12-26T08:00:00Z,PRI_PT1H_MAX,NaN
2022-12-26T08:00:00Z,PA_PT1H_AVG,1019.7
2022-12-26T08:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-26T09:00:00Z,TA_PT1H_AVG,-5.7
2022-12-26T09:00:00Z,TA_PT1H_MAX,-5.6
2022-12-26T09:00:00Z,TA_PT1H_MIN,-5.8
2022-12-26T09:00:00Z,RH_PT1H_AVG,93.0
2022-12-26T09:00:00Z,WS_PT1H_AVG,4.2
2022-12-26T09:00:00Z,WS_PT1H_MAX,4.8
2022-12-26T09:00:00Z,WS_PT1H_MIN,3.7
2022-12-26T09:00:00Z,WD_PT1H_AVG,168.0
2022-12-26T09:00:00Z,PRA_PT1H_ACC,NaN
2022-12-26T09:00:00Z,PRI_PT1H_MAX,NaN
2022-12-26T09:00:00Z,PA_PT1H_AVG,1019.4
2022-12-26T09:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-26T10:00:00Z,TA_PT1H_AVG,-5.5
2022-12-26T10:00:00Z,TA_PT1H_MAX,-5.4
2022-12-26T10:00:00Z,TA_PT1H_MIN,-5.6
2022-12-26T10:00:00Z,RH_PT1H_AVG,93.0
2022-12-26T10:00:00Z,WS_PT1H_AVG,5.2
2022-12-26T10:00:00Z,WS_PT1H_MAX,6.1
2022-12-26T10:00:00Z,WS_PT1H_MIN,4.4
2022-12-26T10:00:00Z,WD_PT1H_AVG,164.0
2022-12-26T10:00:00Z,PRA_PT1H_ACC,NaN
2022-12-26T10:00:00Z,PRI_PT1H_MAX,NaN
2022-12-26T10:00:00Z,PA_PT1H_AVG,1018.9
2022-12-26T10:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-26T11:00:00Z,TA_PT1H_AVG,-5.8
2022-12-26T11:00:00Z,TA_PT1H_MAX,-5.5
2022-12-26T11:00:00Z,TA_PT1H_MIN,-6.1
2022-12-26T11:00:00Z,RH_PT1H_AVG,92.0
2022-12-26T11:00:00Z,WS_PT1H_AVG,5.4
2022-12-26T11:00:00Z,WS_PT1H_MAX,6.2
2022-12-26T11:00:00Z,WS_PT1H_MIN,4.7
2022-12-26T11:00:00Z,WD_PT1H_AVG,159.0
2022-12-26T11:00:00Z,PRA_PT1H_ACC,NaN
2022-12-26T11:00:00Z,PRI_PT1H_MAX,NaN
2022-12-26T11:00:00Z,PA_PT1H_AVG,1018.4
2022-12-26T11:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-26T12:00:00Z,TA_PT1H_AVG,-6.2
2022-12-26T12:00:00Z,TA_PT1H_MAX,-6.1
2022-12-26T12:00:00Z,TA_PT1H_MIN,-6.4
2022-12-26T12:00:00Z,RH_PT1H_AVG,90.0
2022-12-26T12:00:00Z,WS_PT1H_AVG,5.2
2022-12-26T12:00:00Z,WS_PT1H_MAX,6.2
2022-12-26T12:00:00Z,WS_PT1H_MIN,4.1
2022-12-26T12:00:00Z,WD_PT1H_AVG,156.0
2022-12-26T12:00:00Z,PRA_PT1H_ACC,NaN
2022-12-26T12:00:00Z,PRI_PT1H_MAX,NaN
2022-12-26T12:00:00Z,PA_PT1H_AVG,1018.1
2022-12-26T12:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-26T13:00:00Z,TA_PT1H_AVG,-6.3
2022-12-26T13:00:00Z,TA_PT1H_MAX,-6.1
2022-12-26T13:00:00Z,TA_PT1H_MIN,-6.4
2022-12-26T13:00:00Z,RH_PT1H_AVG,89.0
2022-12-26T13:00:00Z,WS_PT1H_AVG,4.6
2022-12-26T13:00:00Z,WS_PT1H_MAX,5.7
2022-12-26T13:00:00Z,WS_PT1H_MIN,3.8
2022-12-26T13:00:00Z,WD_PT1H_AVG,157.0
2022-12-26T13:00:00Z,PRA_PT1H_ACC,NaN
2022-12-26T13:00:00Z,PRI_PT1H_MAX,NaN
2022-12-26T13:00:00Z,PA_PT1H_AVG,1017.7
2022-12-26T13:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-26T14:00:00Z,TA_PT1H_AVG,-6.1
2022-12-26T14:00:00Z,TA_PT1H_MAX,-6.0
2022-12-26T14:00:00Z,TA_PT1H_MIN,-6.2
2022-12-26T14:00:00Z,RH_PT1H_AVG,88.0
2022-12-26T14:00:00Z,WS_PT1H_AVG,5.3
2022-12-26T14:00:00Z,WS_PT1H_MAX,6.1
2022-12-26T14:00:00Z,WS_PT1H_MIN,3.9
2022-12-26T14:00:00Z,WD_PT1H_AVG,159.0
2022-12-26T14:00:00Z,PRA_PT1H_ACC,NaN
2022-12-26T14:00:00Z,PRI_PT1H_MAX,NaN
2022-12-26T14:00:00Z,PA_PT1H_AVG,1017.4
2022-12-26T14:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-26T15:00:00Z,TA_PT1H_AVG,-6.1
2022-12-26T15:00:00Z,TA_PT1H_MAX,-6.0
2022-12-26T15:00:00Z,TA_PT1H_MIN,-6.2
2022-12-26T15:00:00Z,RH_PT1H_AVG,88.0
2022-12-26T15:00:00Z,WS_PT1H_AVG,5.4
2022-12-26T15:00:00Z,WS_PT1H_MAX,6.4
2022-12-26T15:00:00Z,WS_PT1H_MIN,4.6
2022-12-26T15:00:00Z,WD_PT1H_AVG,159.0
2022-12-26T15:00:00Z,PRA_PT1H_ACC,NaN
2022-12-26T15:00:00Z,PRI_PT1H_MAX,NaN
2022-12-26T15:00:00Z,PA_PT1H_AVG,1016.7
2022-12-26T15:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-26T16:00:00Z,TA_PT1H_AVG,-6.3
2022-12-26T16:00:00Z,TA_PT1H_MAX,-6.1
2022-12-26T16:00:00Z,TA_PT1H_MIN,-6.5
2022-12-26T16:00:00Z,RH_PT1H_AVG,86.0
2022-12-26T16:00:00Z,WS_PT1H_AVG,5.8
2022-12-26T16:00:00Z,WS_PT1H_MAX,6.3
2022-12-26T16:00:00Z,WS_PT1H_MIN,5.1
2022-12-26T16:00:00Z,WD_PT1H_AVG,158.0
2022-12-26T16:00:00Z,PRA_PT1H_ACC,NaN
2022-12-26T16:00:00Z,PRI_PT1H_MAX,NaN
2022-12-26T16:00:00Z,PA_PT1H_AVG,1016.2
2022-12-26T16:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-26T17:00:00Z,TA_PT1H_AVG,-6.7
2022-12-26T17:00:00Z,TA_PT1H_MAX,-6.5
2022-12-26T17:00:00Z,TA_PT1H_MIN,-7.0
2022-12-26T17:00:00Z,RH_PT1H_AVG,84.0
2022-12-26T17:00:00Z,WS_PT1H_AVG,6.7
2022-12-26T17:00:00Z,WS_PT1H_MAX,7.7
2022-12-26T17:00:00Z,WS_PT1H_MIN,5.1
2022-12-26T17:00:00Z,WD_PT1H_AVG,165.0
2022-12-26T17:00:00Z,PRA_PT1H_ACC,NaN
2022-12-26T17:00:00Z,PRI_PT1H_MAX,NaN
2022-12-26T17:00:00Z,PA_PT1H_AVG,1016.0
2022-12-26T17:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-26T18:00:00Z,TA_PT1H_AVG,-6.7
2022-12-26T18:00:00Z,TA_PT1H_MAX,-6.3
2022-12-26T18:00:00Z,TA_PT1H_MIN,-7.1
2022-12-26T18:00:00Z,RH_PT1H_AVG,86.0
2022-12-26T18:00:00Z,WS_PT1H_AVG,5.7
2022-12-26T18:00:00Z,WS_PT1H_MAX,7.9
2022-12-26T18:00:00Z,WS_PT1H_MIN,4.5
2022-12-26T18:00:00Z,WD_PT1H_AVG,169.0
2022-12-26T18:00:00Z,PRA_PT1H_ACC,NaN
2022-12-26T18:00:00Z,PRI_PT1H_MAX,NaN
2022-12-26T18:00:00Z,PA_PT1H_AVG,1015.2
2022-12-26T18:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-26T19:00:00Z,TA_PT1H_AVG,-6.2
2022-12-26T19:00:00Z,TA_PT1H_MAX,-6.1
2022-12-26T19:00:00Z,TA_PT1H_MIN,-6.4
2022-12-26T19:00:00Z,RH_PT1H_AVG,86.0
2022-12-26T19:00:00Z,WS_PT1H_AVG,4.8
2022-12-26T19:00:00Z,WS_PT1H_MAX,5.2
2022-12-26T19:00:00Z,WS_PT1H_MIN,4.3
2022-12-26T19:00:00Z,WD_PT1H_AVG,164.0
2022-12-26T19:00:00Z,PRA_PT1H_ACC,NaN
2022-12-26T19:00:00Z,PRI_PT1H_MAX,NaN
2022-12-26T19:00:00Z,PA_PT1H_AVG,1014.5
2022-12-26T19:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-26T20:00:00Z,TA_PT1H_AVG,-6.3
2022-12-26T20:00:00Z,TA_PT1H_MAX,-6.1
2022-12-26T20:00:00Z,TA_PT1H_MIN,-6.4
2022-12-26T20:00:00Z,RH_PT1H_AVG,86.0
2022-12-26T20:00:00Z,WS_PT1H_AVG,5.9
2022-12-26T20:00:00Z,WS_PT1H_MAX,6.7
2022-12-26T20:00:00Z,WS_PT1H_MIN,5.1
2022-12-26T20:00:00Z,WD_PT1H_AVG,152.0
2022-12-26T20:00:00Z,PRA_PT1H_ACC,NaN
2022-12-26T20:00:00Z,PRI_PT1H_MAX,NaN
2022-12-26T20:00:00Z,PA_PT1H_AVG,1013.9
2022-12-26T20:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-26T21:00:00Z,TA_PT1H_AVG,-6.0
2022-12-26T21:00:00Z,TA_PT1H_MAX,-5.9
2022-12-26T21:00:00Z,TA_PT1H_MIN,-6.1
2022-12-26T21:00:00Z,RH_PT1H_AVG,85.0
2022-12-26T21:00:00Z,WS_PT1H_AVG,5.6
2022-12-26T21:00:00Z,WS_PT1H_MAX,6.4
2022-12-26T21:00:00Z,WS_PT1H_MIN,4.6
2022-12-26T21:00:00Z,WD_PT1H_AVG,154.0
2022-12-26T21:00:00Z,PRA_PT1H_ACC,NaN
2022-12-26T21:00:00Z,PRI_PT1H_MAX,NaN
2022-12-26T21:00:00Z,PA_PT1H_AVG,1013.1
2022-12-26T21:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-26T22:00:00Z,TA_PT1H_AVG,-6.1
2022-12-26T22:00:00Z,TA_PT1H_MAX,-6.0
2022-12-26T22:00:00Z,TA_PT1H_MIN,-6.5
2022-12-26T22:00:00Z,RH_PT1H_AVG,85.0
2022-12-26T22:00:00Z,WS_PT1H_AVG,6.7
2022-12-26T22:00:00Z,WS_PT1H_MAX,7.6
2022-12-26T22:00:00Z,WS_PT1H_MIN,6.1
2022-12-26T22:00:00Z,WD_PT1H_AVG,150.0
2022-12-26T22:00:00Z,PRA_PT1H_ACC,NaN
2022-12-26T22:00:00Z,PRI_PT1H_MAX,NaN
2022-12-26T22:00:00Z,PA_PT1H_AVG,1012.4
2022-12-26T22:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-26T23:00:00Z,TA_PT1H_AVG,-7.3
2022-12-26T23:00:00Z,TA_PT1H_MAX,-6.5
2022-12-26T23:00:00Z,TA_PT1H_MIN,-7.9
2022-12-26T23:00:00Z,RH_PT1H_AVG,87.0
2022-12-26T23:00:00Z,WS_PT1H_AVG,6.2
2022-12-26T23:00:00Z,WS_PT1H_MAX,7.1
2022-12-26T23:00:00Z,WS_PT1H_MIN,5.5
2022-12-26T23:00:00Z,WD_PT1H_AVG,136.0
2022-12-26T23:00:00Z,PRA_PT1H_ACC,NaN
2022-12-26T23:00:00Z,PRI_PT1H_MAX,NaN
2022-12-26T23:00:00Z,PA_PT1H_AVG,1011.7
2022-12-26T23:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-27T00:00:00Z,TA_PT1H_AVG,-8.3
2022-12-27T00:00:00Z,TA_PT1H_MAX,-7.7
2022-12-27T00:00:00Z,TA_PT1H_MIN,-9.0
2022-12-27T00:00:00Z,RH_PT1H_AVG,87.0
2022-12-27T00:00:00Z,WS_PT1H_AVG,5.1
2022-12-27T00:00:00Z,WS_PT1H_MAX,5.8
2022-12-27T00:00:00Z,WS_PT1H_MIN,4.6
2022-12-27T00:00:00Z,WD_PT1H_AVG,132.0
2022-12-27T00:00:00Z,PRA_PT1H_ACC,NaN
2022-12-27T00:00:00Z,PRI_PT1H_MAX,NaN
2022-12-27T00:00:00Z,PA_PT1H_AVG,1010.8
2022-12-27T00:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-27T01:00:00Z,TA_PT1H_AVG,-8.7
2022-12-27T01:00:00Z,TA_PT1H_MAX,-8.3
2022-12-27T01:00:00Z,TA_PT1H_MIN,-9.3
2022-12-27T01:00:00Z,RH_PT1H_AVG,88.0
2022-12-27T01:00:00Z,WS_PT1H_AVG,4.6
2022-12-27T01:00:00Z,WS_PT1H_MAX,5.3
2022-12-27T01:00:00Z,WS_PT1H_MIN,3.8
2022-12-27T01:00:00Z,WD_PT1H_AVG,134.0
2022-12-27T01:00:00Z,PRA_PT1H_ACC,NaN
2022-12-27T01:00:00Z,PRI_PT1H_MAX,NaN
2022-12-27T01:00:00Z,PA_PT1H_AVG,1010.0
2022-12-27T01:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-27T02:00:00Z,TA_PT1H_AVG,-8.3
2022-12-27T02:00:00Z,TA_PT1H_MAX,-8.2
2022-12-27T02:00:00Z,TA_PT1H_MIN,-8.6
2022-12-27T02:00:00Z,RH_PT1H_AVG,86.0
2022-12-27T02:00:00Z,WS_PT1H_AVG,6.9
2022-12-27T02:00:00Z,WS_PT1H_MAX,7.8
2022-12-27T02:00:00Z,WS_PT1H_MIN,4.9
2022-12-27T02:00:00Z,WD_PT1H_AVG,139.0
2022-12-27T02:00:00Z,PRA_PT1H_ACC,NaN
2022-12-27T02:00:00Z,PRI_PT1H_MAX,NaN
2022-12-27T02:00:00Z,PA_PT1H_AVG,1009.1
2022-12-27T02:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-27T03:00:00Z,TA_PT1H_AVG,-8.0
2022-12-27T03:00:00Z,TA_PT1H_MAX,-7.8
2022-12-27T03:00:00Z,TA_PT1H_MIN,-8.3
2022-12-27T03:00:00Z,RH_PT1H_AVG,88.0
2022-12-27T03:00:00Z,WS_PT1H_AVG,7.6
2022-12-27T03:00:00Z,WS_PT1H_MAX,8.3
2022-12-27T03:00:00Z,WS_PT1H_MIN,7.1
2022-12-27T03:00:00Z,WD_PT1H_AVG,137.0
2022-12-27T03:00:00Z,PRA_PT1H_ACC,NaN
2022-12-27T03:00:00Z,PRI_PT1H_MAX,NaN
2022-12-27T03:00:00Z,PA_PT1H_AVG,1008.1
2022-12-27T03:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-27T04:00:00Z,TA_PT1H_AVG,-7.6
2022-12-27T04:00:00Z,TA_PT1H_MAX,-7.5
2022-12-27T04:00:00Z,TA_PT1H_MIN,-7.8
2022-12-27T04:00:00Z,RH_PT1H_AVG,88.0
2022-12-27T04:00:00Z,WS_PT1H_AVG,7.9
2022-12-27T04:00:00Z,WS_PT1H_MAX,8.7
2022-12-27T04:00:00Z,WS_PT1H_MIN,7.1
2022-12-27T04:00:00Z,WD_PT1H_AVG,136.0
2022-12-27T04:00:00Z,PRA_PT1H_ACC,NaN
2022-12-27T04:00:00Z,PRI_PT1H_MAX,NaN
2022-12-27T04:00:00Z,PA_PT1H_AVG,1007.4
2022-12-27T04:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-27T05:00:00Z,TA_PT1H_AVG,-7.5
2022-12-27T05:00:00Z,TA_PT1H_MAX,-7.5
2022-12-27T05:00:00Z,TA_PT1H_MIN,-7.6
2022-12-27T05:00:00Z,RH_PT1H_AVG,87.0
2022-12-27T05:00:00Z,WS_PT1H_AVG,8.8
2022-12-27T05:00:00Z,WS_PT1H_MAX,10.0
2022-12-27T05:00:00Z,WS_PT1H_MIN,7.3
2022-12-27T05:00:00Z,WD_PT1H_AVG,128.0
2022-12-27T05:00:00Z,PRA_PT1H_ACC,NaN
2022-12-27T05:00:00Z,PRI_PT1H_MAX,NaN
2022-12-27T05:00:00Z,PA_PT1H_AVG,1006.6
2022-12-27T05:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-27T06:00:00Z,TA_PT1H_AVG,-7.6
2022-12-27T06:00:00Z,TA_PT1H_MAX,-7.5
2022-12-27T06:00:00Z,TA_PT1H_MIN,-7.6
2022-12-27T06:00:00Z,RH_PT1H_AVG,91.0
2022-12-27T06:00:00Z,WS_PT1H_AVG,7.0
2022-12-27T06:00:00Z,WS_PT1H_MAX,7.8
2022-12-27T06:00:00Z,WS_PT1H_MIN,6.2
2022-12-27T06:00:00Z,WD_PT1H_AVG,127.0
2022-12-27T06:00:00Z,PRA_PT1H_ACC,NaN
2022-12-27T06:00:00Z,PRI_PT1H_MAX,NaN
2022-12-27T06:00:00Z,PA_PT1H_AVG,1005.9
2022-12-27T06:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-27T07:00:00Z,TA_PT1H_AVG,-7.6
2022-12-27T07:00:00Z,TA_PT1H_MAX,-7.6
2022-12-27T07:00:00Z,TA_PT1H_MIN,-7.7
2022-12-27T07:00:00Z,RH_PT1H_AVG,91.0
2022-12-27T07:00:00Z,WS_PT1H_AVG,7.5
2022-12-27T07:00:00Z,WS_PT1H_MAX,8.1
2022-12-27T07:00:00Z,WS_PT1H_MIN,6.7
2022-12-27T07:00:00Z,WD_PT1H_AVG,124.0
2022-12-27T07:00:00Z,PRA_PT1H_ACC,NaN
2022-12-27T07:00:00Z,PRI_PT1H_MAX,NaN
2022-12-27T07:00:00Z,PA_PT1H_AVG,1005.4
2022-12-27T07:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-27T08:00:00Z,TA_PT1H_AVG,-7.7
2022-12-27T08:00:00Z,TA_PT1H_MAX,-7.7
2022-12-27T08:00:00Z,TA_PT1H_MIN,-7.8
2022-12-27T08:00:00Z,RH_PT1H_AVG,91.0
2022-12-27T08:00:00Z,WS_PT1H_AVG,8.2
2022-12-27T08:00:00Z,WS_PT1H_MAX,9.2
2022-12-27T08:00:00Z,WS_PT1H_MIN,7.2
2022-12-27T08:00:00Z,WD_PT1H_AVG,128.0
2022-12-27T08:00:00Z,PRA_PT1H_ACC,NaN
2022-12-27T08:00:00Z,PRI_PT1H_MAX,NaN
2022-12-27T08:00:00Z,PA_PT1H_AVG,1004.9
2022-12-27T08:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-27T09:00:00Z,TA_PT1H_AVG,-7.8
2022-12-27T09:00:00Z,TA_PT1H_MAX,-7.8
2022-12-27T09:00:00Z,TA_PT1H_MIN,-7.9
2022-12-27T09:00:00Z,RH_PT1H_AVG,88.0
2022-12-27T09:00:00Z,WS_PT1H_AVG,6.2
2022-12-27T09:00:00Z,WS_PT1H_MAX,7.0
2022-12-27T09:00:00Z,WS_PT1H_MIN,5.7
2022-12-27T09:00:00Z,WD_PT1H_AVG,117.0
2022-12-27T09:00:00Z,PRA_PT1H_ACC,NaN
2022-12-27T09:00:00Z,PRI_PT1H_MAX,NaN
2022-12-27T09:00:00Z,PA_PT1H_AVG,1004.2
2022-12-27T09:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-27T10:00:00Z,TA_PT1H_AVG,-7.7
2022-12-27T10:00:00Z,TA_PT1H_MAX,-7.5
2022-12-27T10:00:00Z,TA_PT1H_MIN,-7.8
2022-12-27T10:00:00Z,RH_PT1H_AVG,88.0
2022-12-27T10:00:00Z,WS_PT1H_AVG,5.6
2022-12-27T10:00:00Z,WS_PT1H_MAX,5.9
2022-12-27T10:00:00Z,WS_PT1H_MIN,5.2
2022-12-27T10:00:00Z,WD_PT1H_AVG,114.0
2022-12-27T10:00:00Z,PRA_PT1H_ACC,NaN
2022-12-27T10:00:00Z,PRI_PT1H_MAX,NaN
2022-12-27T10:00:00Z,PA_PT1H_AVG,1003.2
2022-12-27T10:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-27T11:00:00Z,TA_PT1H_AVG,-7.2
2022-12-27T11:00:00Z,TA_PT1H_MAX,-7.0
2022-12-27T11:00:00Z,TA_PT1H_MIN,-7.5
2022-12-27T11:00:00Z,RH_PT1H_AVG,89.0
2022-12-27T11:00:00Z,WS_PT1H_AVG,6.5
2022-12-27T11:00:00Z,WS_PT1H_MAX,7.3
2022-12-27T11:00:00Z,WS_PT1H_MIN,6.0
2022-12-27T11:00:00Z,WD_PT1H_AVG,120.0
2022-12-27T11:00:00Z,PRA_PT1H_ACC,NaN
2022-12-27T11:00:00Z,PRI_PT1H_MAX,NaN
2022-12-27T11:00:00Z,PA_PT1H_AVG,1002.2
2022-12-27T11:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-27T12:00:00Z,TA_PT1H_AVG,-6.8
2022-12-27T12:00:00Z,TA_PT1H_MAX,-6.7
2022-12-27T12:00:00Z,TA_PT1H_MIN,-7.0
2022-12-27T12:00:00Z,RH_PT1H_AVG,89.0
2022-12-27T12:00:00Z,WS_PT1H_AVG,6.7
2022-12-27T12:00:00Z,WS_PT1H_MAX,7.3
2022-12-27T12:00:00Z,WS_PT1H_MIN,6.3
2022-12-27T12:00:00Z,WD_PT1H_AVG,123.0
2022-12-27T12:00:00Z,PRA_PT1H_ACC,NaN
2022-12-27T12:00:00Z,PRI_PT1H_MAX,NaN
2022-12-27T12:00:00Z,PA_PT1H_AVG,1001.5
2022-12-27T12:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-27T13:00:00Z,TA_PT1H_AVG,-6.6
2022-12-27T13:00:00Z,TA_PT1H_MAX,-6.4
2022-12-27T13:00:00Z,TA_PT1H_MIN,-6.7
2022-12-27T13:00:00Z,RH_PT1H_AVG,91.0
2022-12-27T13:00:00Z,WS_PT1H_AVG,7.0
2022-12-27T13:00:00Z,WS_PT1H_MAX,7.9
2022-12-27T13:00:00Z,WS_PT1H_MIN,6.4
2022-12-27T13:00:00Z,WD_PT1H_AVG,127.0
2022-12-27T13:00:00Z,PRA_PT1H_ACC,NaN
2022-12-27T13:00:00Z,PRI_PT1H_MAX,NaN
2022-12-27T13:00:00Z,PA_PT1H_AVG,1000.7
2022-12-27T13:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-27T14:00:00Z,TA_PT1H_AVG,-6.2
2022-12-27T14:00:00Z,TA_PT1H_MAX,-5.9
2022-12-27T14:00:00Z,TA_PT1H_MIN,-6.5
2022-12-27T14:00:00Z,RH_PT1H_AVG,92.0
2022-12-27T14:00:00Z,WS_PT1H_AVG,6.3
2022-12-27T14:00:00Z,WS_PT1H_MAX,6.8
2022-12-27T14:00:00Z,WS_PT1H_MIN,5.8
2022-12-27T14:00:00Z,WD_PT1H_AVG,130.0
2022-12-27T14:00:00Z,PRA_PT1H_ACC,NaN
2022-12-27T14:00:00Z,PRI_PT1H_MAX,NaN
2022-12-27T14:00:00Z,PA_PT1H_AVG,1000.2
2022-12-27T14:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-27T15:00:00Z,TA_PT1H_AVG,-5.7
2022-12-27T15:00:00Z,TA_PT1H_MAX,-5.5
2022-12-27T15:00:00Z,TA_PT1H_MIN,-5.9
2022-12-27T15:00:00Z,RH_PT1H_AVG,92.0
2022-12-27T15:00:00Z,WS_PT1H_AVG,7.1
2022-12-27T15:00:00Z,WS_PT1H_MAX,7.7
2022-12-27T15:00:00Z,WS_PT1H_MIN,6.4
2022-12-27T15:00:00Z,WD_PT1H_AVG,131.0
2022-12-27T15:00:00Z,PRA_PT1H_ACC,NaN
2022-12-27T15:00:00Z,PRI_PT1H_MAX,NaN
2022-12-27T15:00:00Z,PA_PT1H_AVG,999.6
2022-12-27T15:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-27T16:00:00Z,TA_PT1H_AVG,-5.3
2022-12-27T16:00:00Z,TA_PT1H_MAX,-5.1
2022-12-27T16:00:00Z,TA_PT1H_MIN,-5.6
2022-12-27T16:00:00Z,RH_PT1H_AVG,91.0
2022-12-27T16:00:00Z,WS_PT1H_AVG,5.8
2022-12-27T16:00:00Z,WS_PT1H_MAX,7.1
2022-12-27T16:00:00Z,WS_PT1H_MIN,5.4
2022-12-27T16:00:00Z,WD_PT1H_AVG,127.0
2022-12-27T16:00:00Z,PRA_PT1H_ACC,NaN
2022-12-27T16:00:00Z,PRI_PT1H_MAX,NaN
2022-12-27T16:00:00Z,PA_PT1H_AVG,999.0
2022-12-27T16:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-27T17:00:00Z,TA_PT1H_AVG,-4.9
2022-12-27T17:00:00Z,TA_PT1H_MAX,-4.6
2022-12-27T17:00:00Z,TA_PT1H_MIN,-5.1
2022-12-27T17:00:00Z,RH_PT1H_AVG,90.0
2022-12-27T17:00:00Z,WS_PT1H_AVG,5.7
2022-12-27T17:00:00Z,WS_PT1H_MAX,6.0
2022-12-27T17:00:00Z,WS_PT1H_MIN,5.3
2022-12-27T17:00:00Z,WD_PT1H_AVG,132.0
2022-12-27T17:00:00Z,PRA_PT1H_ACC,NaN
2022-12-27T17:00:00Z,PRI_PT1H_MAX,NaN
2022-12-27T17:00:00Z,PA_PT1H_AVG,998.5
2022-12-27T17:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-27T18:00:00Z,TA_PT1H_AVG,-4.5
2022-12-27T18:00:00Z,TA_PT1H_MAX,-4.2
2022-12-27T18:00:00Z,TA_PT1H_MIN,-4.7
2022-12-27T18:00:00Z,RH_PT1H_AVG,92.0
2022-12-27T18:00:00Z,WS_PT1H_AVG,5.2
2022-12-27T18:00:00Z,WS_PT1H_MAX,5.4
2022-12-27T18:00:00Z,WS_PT1H_MIN,5.0
2022-12-27T18:00:00Z,WD_PT1H_AVG,135.0
2022-12-27T18:00:00Z,PRA_PT1H_ACC,NaN
2022-12-27T18:00:00Z,PRI_PT1H_MAX,NaN
2022-12-27T18:00:00Z,PA_PT1H_AVG,997.9
2022-12-27T18:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-27T19:00:00Z,TA_PT1H_AVG,-3.8
2022-12-27T19:00:00Z,TA_PT1H_MAX,-3.5
2022-12-27T19:00:00Z,TA_PT1H_MIN,-4.2
2022-12-27T19:00:00Z,RH_PT1H_AVG,94.0
2022-12-27T19:00:00Z,WS_PT1H_AVG,4.6
2022-12-27T19:00:00Z,WS_PT1H_MAX,5.1
2022-12-27T19:00:00Z,WS_PT1H_MIN,4.4
2022-12-27T19:00:00Z,WD_PT1H_AVG,136.0
2022-12-27T19:00:00Z,PRA_PT1H_ACC,NaN
2022-12-27T19:00:00Z,PRI_PT1H_MAX,NaN
2022-12-27T19:00:00Z,PA_PT1H_AVG,997.4
2022-12-27T19:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-27T20:00:00Z,TA_PT1H_AVG,-3.1
2022-12-27T20:00:00Z,TA_PT1H_MAX,-2.6
2022-12-27T20:00:00Z,TA_PT1H_MIN,-3.5
2022-12-27T20:00:00Z,RH_PT1H_AVG,95.0
2022-12-27T20:00:00Z,WS_PT1H_AVG,3.8
2022-12-27T20:00:00Z,WS_PT1H_MAX,4.5
2022-12-27T20:00:00Z,WS_PT1H_MIN,3.3
